TransMorph_ncc_1_diffusion_1_official
,Unknown,Left-Cerebral-White-Matter,Left-Cerebral-Cortex,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper*,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper*,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,non_jec,30-structures dice,ncc_loss,mi_loss,ssim_loss
p_20,0.9719837367444667,0.831111011736555,0.685399940519491,0.7450980386725723,0.12850082160624676,0.7604463325177537,0.8025754756901864,0.8264253389925678,0.6789458760570334,0.6262914736444423,0.6502595642179205,0.7091963516603299,0.7585284264023893,0.8522330452655404,0.7859622775772147,0.7931701005374674,0.6497925284240973,0.5893310703697623,0.8316098156879073,0.3088235067041539,0.14427156797352805,0.8244377876871514,0.6684321523157926,0.772297509634181,0.6155619561062712,0.732226245290991,0.8058789351921357,0.8788153516274729,0.6198749122725853,0.5774734434400198,0.6818980654522593,0.7857973340615354,0.7665995956574456,0.5902964919791341,0.828146771305042,0.1797752606994089,0.31629392718615074,0.0,0.0,0.0,0.12083846953343441,0.0,0.0,0.0,0.0,0.0,0.013744390578497023,0.7129829732233255,-0.2994278371334076,-0.06805200129747391,0.06944197416305542
p_21,0.9764723111063098,0.8490836647663235,0.7136977742599908,0.8857474074561257,0.6321559035800494,0.8123808342670841,0.8154927746953637,0.8757979387404886,0.8467183887117652,0.7047913440269195,0.6994750640868874,0.7610039986867806,0.7485774483696999,0.8729657919506865,0.8317563297902529,0.8263097926357921,0.7167721490634013,0.6310240916338548,0.8421144292936389,0.22222219135802898,0.44824218531131743,0.8398095488978808,0.7103470364859097,0.8869425530150147,0.6561712805026998,0.8031636686303957,0.8417094964926916,0.8671628201171694,0.8541136547348244,0.6835372110528181,0.7355204521354386,0.8513195707243972,0.8119834689773153,0.7149964412580211,0.8485482597885184,0.288888856790127,0.51350114181464,0.0,0.006663493542772519,0.0,0.6303664855459007,0.0,0.0,0.0,0.0,0.0,0.009772891090029762,0.783286206632651,-0.2975364327430725,-0.07957447320222855,0.05163586139678955
p_22,0.9712493316169225,0.8063239559086987,0.7097867539500679,0.7040816321471101,0.2231520192029007,0.768756885408468,0.8011725604890059,0.7614455526989805,0.6743164054268599,0.5122913500128565,0.4961349250500471,0.5624999977749209,0.6793827675109672,0.7974090362579114,0.7438145326867188,0.6640190609901534,0.5604775351540133,0.6073030069999807,0.7738544910709029,0.0,0.1457725926272217,0.8141543312485161,0.7163610352859147,0.6560706395972886,0.2670744111409336,0.7733481629464829,0.7349861460722122,0.8530889126129725,0.6957619973396548,0.523640060474184,0.6673224460607468,0.7618712620806619,0.6631528493935006,0.5116959026922814,0.7569924310982293,0.2894736651662062,0.21482276890630753,0.0,0.0,0.0,0.347938139846158,0.0,0.0,0.0,0.0,0.0,0.014213053385416667,0.6664371026093859,-0.30445849895477295,-0.0635569840669632,0.09169310331344604
p_23,0.975849628138801,0.8443556797248455,0.7171156530990778,0.8775520191541973,0.49599999433142866,0.790019624163805,0.8197323304339689,0.8271074033329323,0.8566321048067785,0.7390603153004405,0.7146089999632662,0.7460545158007913,0.8159546450375489,0.8697486905410969,0.8298990739803416,0.8322655770755224,0.6726943911722676,0.6217697680362587,0.845187510765576,0.6206895838287835,0.2863293833549044,0.8327042801421417,0.7022466804710827,0.8855768717902982,0.6012176514366998,0.7315359207487442,0.815885655891381,0.8752909872102367,0.8576801024119401,0.7059082399538913,0.7188141374713475,0.8357813128969999,0.8368028762868083,0.6214340738517034,0.8550295850082936,0.5999999571428601,0.4693376903570099,0.0,0.0036036035711387066,0.0,0.39802224477104764,0.0,0.0,0.0,0.0,0.0,0.01343441917782738,0.7735637419449177,-0.2897984981536865,-0.07397138327360153,0.061817944049835205
p_24,0.96963137590392,0.8377709175019468,0.6613088162170832,0.8859389594807151,0.5284974038497678,0.7791883798704987,0.8094697605151637,0.8513539584155438,0.826401198927586,0.7694956443493056,0.7006697560518553,0.7998774109718743,0.7697654197007702,0.8629006722052297,0.8460556038451168,0.8021883075088156,0.7627460859092728,0.5735449674757146,0.8121487024828432,0.3636363085399532,0.4548432360559511,0.8258259039565008,0.6643540895918121,0.8813362507787342,0.5473041653376992,0.8081662783780548,0.8196211169392081,0.8254585515422526,0.8040229071043122,0.726865837834994,0.7079645999798619,0.8450897666584031,0.8127090278352591,0.6621490739385375,0.8227642268061339,0.2033897960356278,0.5536159573385738,0.0,0.002816901368776037,0.0,0.3081914005823893,0.0,0.0,0.0,0.0,0.0,0.016884358723958333,0.777663911491789,-0.2263442575931549,-0.08420807123184204,0.05983346700668335
p_25,0.9719398638705998,0.8369758727540825,0.6789520393070431,0.890694187479274,0.4161712197839332,0.7740521908483377,0.807309016739946,0.842233953408039,0.8390162090008159,0.5664244932973217,0.6479629162040427,0.7998588040950977,0.7903039615423164,0.8707698581918809,0.8477148395555719,0.7799245975967847,0.7092568417676799,0.518518513328143,0.823706773934131,0.14035085257002586,0.3452282129026704,0.8288835826967506,0.6822664547807875,0.8794695094355006,0.559463981914037,0.7845816501362766,0.7934825174270292,0.8492338106467908,0.8021624394360118,0.5899999992625,0.6788949259988792,0.8244233371104267,0.8399157429175467,0.6620209001566124,0.8102535517690596,0.0,0.3715210331940386,0.0,0.005486968374664357,0.0,0.2585033984296667,0.0,0.0,0.0,0.0,0.0,0.012862287248883929,0.7528491107812211,-0.2957645058631897,-0.07212241739034653,0.06561505794525146
p_26,0.9784506634915627,0.8321173416658765,0.7346184467957685,0.6853109830742735,0.2551319610684463,0.7371364184916044,0.7831515737094721,0.8558592282955237,0.6413759445701684,0.5694525612999684,0.6166701470301439,0.5565102408690665,0.6679221573511546,0.8489864564561408,0.7772303168285666,0.7269155182484757,0.5765957416138524,0.4737793808880707,0.755422949152953,0.07272725950413463,0.15963855181267242,0.8220175469292544,0.7212154216565971,0.7832167825321532,0.530731702139203,0.7041007315160581,0.7841044303031665,0.8775431005723471,0.7095191355378814,0.6063270770977726,0.7107773478571598,0.8011527368970512,0.8171701086894432,0.6149732565510405,0.7659033072384196,0.0333333277777787,0.20927723614587665,0.0,0.0,0.0,0.2309197606473628,0.0,0.0,0.0,0.0,0.0,0.014198811848958333,0.6945746513412955,-0.2660995423793793,-0.06385597586631775,0.07438141107559204
p_27,0.964920045177467,0.8214379478404449,0.6347207596243074,0.9132411065388851,0.6335877828048648,0.793325427524613,0.7915967219288728,0.7817827852151598,0.781096090557376,0.7677136589045712,0.732690620655805,0.8369408355989405,0.7839320460379897,0.8612354227189044,0.8382844967674293,0.8234071993649335,0.697228142511627,0.5873320481062183,0.823140790265922,0.3908045527810859,0.4880253028105499,0.8011791927308053,0.6206049592940284,0.900031013977043,0.6991693727007245,0.7444687435756571,0.7722592912171299,0.8358672039491981,0.7565945994035435,0.7525896042234947,0.6930372410524237,0.8210605201226715,0.8060538094000733,0.6943972776366955,0.8360111763569584,0.2083333116319467,0.43475388029483353,0.0,0.011202830155652033,0.0,0.41534143671336354,0.0,0.0,0.0,0.0,0.0,0.019397699265252977,0.7648103530154731,-0.32004687190055847,-0.08491039276123047,0.07224947214126587
p_28,0.9781485858281167,0.8165676018653512,0.7358839702753602,0.7613724975556456,0.3989962308783409,0.7551869083653231,0.7573819069892085,0.8118383283245479,0.6172781612738505,0.5454715739014034,0.5564448176991474,0.6109865436603893,0.6901702997007161,0.8443146429662177,0.8072834820156359,0.7663934406598528,0.6401727834117806,0.5193452342310623,0.8058818404194885,0.09756095181440198,0.31091829131657056,0.8093963538546275,0.718877946622114,0.7998029689678398,0.2630744807753648,0.7010664703730195,0.7661251440613406,0.8727881892614447,0.6573521119353779,0.5613157636228568,0.679638363444107,0.8135727742696967,0.7811094433255635,0.604141287429103,0.8390590316564057,0.11538459319527053,0.4629388786544936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012226504371279761,0.7098863510149792,-0.3640601933002472,-0.06274224817752838,0.07150542736053467
p_29,0.9717973684820435,0.8436676155518914,0.6836884876745273,0.7795795789943096,0.297674413989544,0.8124631233121992,0.814854394817327,0.8680992763056875,0.8059176786203052,0.5652951692240031,0.5872259280571356,0.7854250980347162,0.7870609232247253,0.8633516850384002,0.8086275299535787,0.8030431084726878,0.7055464897816212,0.5038461490014794,0.8387320276816802,0.1639343993550165,0.08266666556444446,0.8358428836417523,0.6751163891934668,0.8294066017488648,0.3630057761502222,0.8255549158365518,0.8432723836461907,0.8512228256050596,0.7675884234500471,0.6425136971457971,0.6663239057420979,0.8166972646471183,0.8286410976975369,0.587906971275284,0.8321969354182264,0.5735293695934287,0.16693418806633878,0.0,0.009646302095718616,0.0,0.29178469841664734,0.0,0.0,0.0,0.0,0.0,0.0160491943359375,0.7338852097382763,-0.3067486584186554,-0.0751621350646019,0.06673109531402588
p_30,0.9763493531036936,0.8440344529997678,0.7218319654923925,0.7773929901805008,0.3474065096814655,0.8338723612309906,0.8649477185797917,0.8161216725900524,0.8095290123379641,0.6992890770018566,0.684501843439802,0.7229617274419229,0.7813492047989103,0.894127732401063,0.8073342192596104,0.8059530600859958,0.6950298183100205,0.6494925788486138,0.8239986968218832,0.39175253693272816,0.32622798585516233,0.8373244860719399,0.7118707944668956,0.7940983121801927,0.4256243167684656,0.8151291240970738,0.8451548825437629,0.8860280192102407,0.8098551376641324,0.7434751512839872,0.7368216285998412,0.8134051236414732,0.8193945592114044,0.630154635114983,0.8366908186665413,0.38961033901164427,0.4002965129703743,0.0,0.005221932069434882,0.0,0.3291925431760606,0.0,0.0,0.0,0.0,0.0,0.012365141369047618,0.7652682696478516,-0.3006994128227234,-0.07292157411575317,0.06575864553451538
p_31,0.9752016178045659,0.8347019163580053,0.6957590185539617,0.9040181461749779,0.5771812032115671,0.8332285891466523,0.829890487936354,0.8417557200738056,0.8244012163234071,0.6646829930594153,0.690617728894759,0.8272591092679502,0.7428861769743745,0.8892016889587039,0.8372231004378727,0.8227807800738759,0.7583684929441111,0.6046948300028655,0.8326352205129892,0.5666666351851869,0.5466126198806449,0.8293395437495247,0.6799736598358309,0.9045222514542662,0.6618075753512568,0.826277966650293,0.8374892749331371,0.8245140990762195,0.8201884910463932,0.6802345628604869,0.7178814873679038,0.8422921384334825,0.8202404226440021,0.6840521496083034,0.8464377991450371,0.16666664351852173,0.5445134547385432,0.0,0.00575815733437469,0.0,0.31858406727230015,0.0,0.0,0.0,0.0,0.0,0.009507533482142857,0.7849976052502327,-0.2872891426086426,-0.08012298494577408,0.05545365810394287
p_32,0.9745098824948769,0.8289915659729409,0.6873211645618127,0.8217176697454968,0.2626641601751565,0.803060142199904,0.7779319715528332,0.8800044916165959,0.8231789861587071,0.5908928776710345,0.6841422250606223,0.7096430436353593,0.7069660313558835,0.761338703742781,0.8214402431403854,0.7717897512581844,0.7059925060580875,0.5196998075075066,0.8354103195463766,0.030769226035503687,0.3042912834292421,0.823687663096629,0.6968903895724476,0.8465544563011892,0.37610619052979877,0.7645343390950224,0.8132174903280718,0.8552933555844798,0.8496626169370275,0.5949506030065245,0.7408272943659097,0.8223975362493771,0.8276436280109807,0.6291390659035423,0.8471031551134215,0.28124995605469433,0.3666343320404042,0.0,0.002262443413320776,0.0,0.4099173485964075,0.0,0.0,0.0,0.0,0.0,0.014707438151041667,0.7454503278802578,-0.2912212610244751,-0.0726241022348404,0.06919455528259277
p_33,0.9740308205001917,0.848083824532809,0.6851137102008708,0.9203499173392174,0.45738635713939835,0.7876845123729584,0.820025621952665,0.8815346497608241,0.8501551820606391,0.7419589874654325,0.6710751881678295,0.8435507581080167,0.7582471670156397,0.8818989625656,0.8317671317536476,0.7863247837398922,0.7276836130784045,0.6741572964846038,0.846658655285462,0.6170212109551904,0.4569892442406637,0.8379949139978795,0.6812853367508725,0.9168079572406442,0.4972826019390951,0.8128126631292932,0.8438227810043065,0.890599727702271,0.8265008239287971,0.7165443828494943,0.7223136592468524,0.8361619513741965,0.8496240576933948,0.7274320707499381,0.8634908671968642,0.11111108024692215,0.4297520631559775,0.0,0.004169562166994009,0.0,0.467933486129056,0.0,0.0,0.0,0.0,0.0,0.01183805919828869,0.7855604364970473,-0.3145567774772644,-0.0843212828040123,0.05298495292663574
p_34,0.9726956068136506,0.8381645331433576,0.7142048577566681,0.8646409798250527,0.6034482711328506,0.8457280646556342,0.8522178033559179,0.87839662855686,0.8381124853223539,0.6192355823440497,0.6795528628794764,0.7681097266690539,0.8309859141629548,0.8927120995094483,0.8454649382188787,0.8215853322448093,0.6746887938809593,0.6575809143306566,0.8542451975819016,0.2528735341524673,0.42857142568348094,0.8367528712069356,0.70651055753735,0.8823141509287756,0.3967111983894019,0.8383417040270305,0.8504604436446697,0.8619607838308343,0.8532571194902364,0.6402597396658073,0.7430880460589365,0.8361853659826238,0.8330780992494463,0.7252283856273479,0.8587660888959023,0.1694914966963565,0.40314510076379484,0.0,0.002629848766404676,0.0,0.33138401236467824,0.0,0.0,0.0,0.0,0.0,0.01626252673921131,0.7796912432357731,-0.34342649579048157,-0.08041216433048248,0.06374210119247437
p_35,0.9698014273636776,0.8196023192449373,0.6705781295228953,0.8630668851366662,0.4974910358602793,0.7502531576106557,0.8166262575023949,0.8077083329126519,0.7969465637793941,0.5506184143946193,0.7413656716547175,0.7490909063669421,0.8121911021165752,0.8704845813474156,0.8059325312078979,0.8190676828573408,0.6483882895576573,0.5134020565628654,0.8211821733906562,0.35616433477200893,0.40786240535711055,0.8172529887106992,0.6587030667656922,0.8540705139391586,0.6412601593431903,0.7662926081960136,0.8276216752849375,0.8533534608295485,0.8362627185988335,0.5899988550291808,0.7634408583493625,0.8234797290342232,0.8161104699283994,0.64743011138476,0.8245345797063274,0.4496123682471032,0.3670502703388839,0.0,0.0051020407512494806,0.0,0.28775267196489096,0.0,0.0,0.0,0.0,0.0,0.017567661830357142,0.7516379066223929,-0.3169151842594147,-0.07369235157966614,0.06972479820251465
p_36,0.9703065415169281,0.8370624811752214,0.7140081015895405,0.7785653524393498,0.32069338764145844,0.7805752847446671,0.8341928859934663,0.846956681977022,0.7618326381902908,0.6183779204627494,0.6807387847828963,0.7234242675285781,0.7408354630416977,0.8457357021077252,0.7876334819259099,0.7986059228314515,0.6173660132224096,0.49277824560086453,0.8109830090936112,0.1428571224489825,0.1325648395884029,0.832449233612497,0.7124770739208456,0.7978085045670438,0.45772058402830346,0.7791835653369812,0.8393131571752253,0.8744664334136271,0.7359744085433386,0.6169850949114883,0.7297457111576076,0.8058823522827758,0.7806191099582345,0.552407928099094,0.8074391544409619,0.02702702337472657,0.29320229080096405,0.0,0.0,0.0,0.027672955626755275,0.0,0.0,0.0,0.0,0.0,0.017558797200520834,0.7305001640272195,-0.34058627486228943,-0.07401035726070404,0.07787883281707764
p_37,0.9704834264550893,0.8205426028762044,0.6559481536143403,0.9126692502862361,0.5804255269751019,0.8009596749404941,0.8375382397441351,0.7609564541329805,0.7846465660189428,0.7885351703440158,0.7320775914195176,0.8417550408780308,0.7899421433245614,0.8804662425169886,0.8160906506333251,0.8147216080065378,0.6435698430056268,0.5564803738825164,0.8245221626428201,0.748299268823179,0.5549132915900966,0.7992426272118458,0.6376167116661863,0.8990890894826161,0.4864391908448015,0.7966329964266684,0.8331090270212053,0.8006494417615069,0.7921253713351569,0.7450774471710719,0.7120418828546655,0.7827544900805335,0.8227334213187187,0.6568047272504465,0.8071845912062491,0.11111109053498323,0.3801220558843851,0.0,0.006179196672609698,0.0,0.4597402537696071,0.0,0.0,0.0,0.0,0.0,0.016328938802083335,0.7689411279798555,-0.3065372109413147,-0.08654221892356873,0.055429935455322266
p_38,0.9721484863869837,0.8154804091817157,0.7163244502597458,0.8241668416300785,0.30151843490760916,0.7231764997255048,0.7782357180661631,0.7205351944615851,0.7466986786568824,0.4449500689610036,0.5031538076100102,0.7783077181093311,0.598183389709811,0.7850830273710838,0.7574737263978434,0.6166618934535875,0.46269727320176246,0.38558909069533503,0.8021505369156358,0.24175821519140492,0.40166061026642136,0.8206853924733604,0.713830813221751,0.7852019419595007,0.37639007376911826,0.7937296289007973,0.7599985048491192,0.8205801445232682,0.751488776051891,0.45257864524315444,0.5810895416800469,0.7634346904155339,0.6723747150028337,0.297655450584552,0.8070143550726746,0.23333329444445092,0.31625441556424727,0.0,0.0028996012943109774,0.0,0.25465838245695255,0.0,0.0,0.0,0.0,0.0,0.014607020786830358,0.6837733802978783,-0.12533989548683167,-0.07159313559532166,0.07841289043426514
p_39,0.9745035827492938,0.8603321938095081,0.7379902880150631,0.79703197793878,0.49714936719327973,0.7990271434277063,0.8495872744530706,0.8771392635588937,0.8142718542478475,0.7233554077497966,0.6479543276689954,0.7922705279215172,0.7880049962765411,0.9043812670388892,0.8368585969086775,0.8041977332112739,0.6928982692279353,0.6891891840150962,0.84684053838015,0.399999942857151,0.3082802508499331,0.8527186489993044,0.7329639934256099,0.7781634578903728,0.425531909863689,0.7968159027186172,0.852300925188524,0.8842402024898561,0.8038700170324219,0.7467349545482417,0.7099957084727677,0.8226691034131924,0.8061104563898697,0.702175538618338,0.8524150260711851,0.31746026706979885,0.24427480682943886,0.0,0.0022727272469008266,0.0,0.35351089160398436,0.0,0.0,0.0,0.0,0.0,0.015085274832589285,0.7654565038051327,-0.32532647252082825,-0.07898972928524017,0.06382179260253906
p_40,0.9728321564595287,0.8298598370742934,0.714575291464859,0.7085346209442346,0.40759493154943127,0.7489300579309184,0.7286624203377526,0.8297851070315917,0.6748554905167925,0.5836884922668651,0.6348987094040085,0.6753376654560397,0.6735947079036497,0.8301770636681846,0.8085325986508407,0.7676056320009258,0.634740963714667,0.5424013388547326,0.8050176395099823,0.0,0.13802435537179492,0.8158907775566542,0.699240845589037,0.7447392490899001,0.2846153809664695,0.7911555747729222,0.7563506173581706,0.8676801796916215,0.6660307610992837,0.5671641785583398,0.6374292630609757,0.7809824613240941,0.7258652078190684,0.4887218008366782,0.8102184370157584,0.0,0.3016759752460018,0.0,0.0,0.0,0.23170731354104707,0.0,0.0,0.0,0.0,0.0,0.015271722702752975,0.698374806047641,-0.30049893260002136,-0.06731443852186203,0.07720202207565308
p_41,0.9704271121414685,0.8442720296480906,0.6877019715959812,0.8828712932132015,0.5304878008346966,0.8091590007093785,0.8088022065666672,0.816100724395205,0.8118017748327102,0.6668847446659201,0.6655367212837945,0.8526206516538125,0.7748011704169084,0.85758039800217,0.8271037369307378,0.7964844800975432,0.7525602882307225,0.6203615545160651,0.8299900686891857,0.5517240745144741,0.4191279867832724,0.8285702001139619,0.6804655625692306,0.9098823055153396,0.5494313162779413,0.8073595636384926,0.8229227751047848,0.8335917307276539,0.8352500657458545,0.6754290672654475,0.7296669229804623,0.8499320512037157,0.8299208276551437,0.6581352773479409,0.8451797376989586,0.2068965160523248,0.5138711032271827,0.0,0.0021119323958613263,0.0,0.4886769905997975,0.0,0.0,0.0,0.0,0.0,0.015226527622767856,0.775514705372051,-0.31833162903785706,-0.0824531614780426,0.059310853481292725
p_42,0.9736375798499664,0.8587510572627511,0.7092128565942487,0.7523817272596843,0.3959827776760003,0.7879358613418335,0.8194271964698188,0.8597375323570932,0.8310875175839288,0.7161608729222295,0.6831448838202869,0.7560854408540216,0.8420914679044799,0.8778771836361383,0.8523076914881657,0.7977296161049288,0.6167265232594843,0.6726057856525183,0.8363975727145146,0.7017543551862124,0.3102232630996091,0.8449013313866988,0.7084001287090497,0.7718055425734477,0.3875739587636988,0.8020973306979429,0.8509006313824593,0.8821832165892143,0.8261691657302797,0.7258213072092711,0.7593860666838582,0.8284980492452221,0.7983991976028033,0.7254763533840766,0.8559833891506385,0.5693430241355457,0.3295571541755185,0.0,0.0,0.0,0.35994929835298733,0.0,0.0,0.0,0.0,0.0,0.014649600074404762,0.7630460258603208,-0.32909756898880005,-0.07836099714040756,0.061274051666259766
p_43,0.9639395445639536,0.8255313073255172,0.6913934649226793,0.8471688782571515,0.3067010289516686,0.7787418140431825,0.7829096884268085,0.8260331143301228,0.7812258412134447,0.629279079496436,0.7473801544094089,0.7918588852324047,0.7444293727098831,0.8465460856393195,0.7460454861524786,0.7127841586096696,0.7287958089745347,0.7057162970662223,0.8231567269952034,0.07407406035665548,0.1816758012398136,0.8224669478687293,0.6992303492230909,0.862364846334078,0.5954198442981179,0.7799820710176595,0.7895465429019789,0.8817026246132067,0.7190654409446916,0.6531255176147194,0.7182650204570931,0.763336706112956,0.7481495525751575,0.700341292147841,0.8482237209590897,0.2528735341524673,0.24390243753718027,0.0,0.0018206645342709851,0.0,0.34243175895424516,0.0,0.0,0.0,0.0,0.0,0.02230500720796131,0.733810581537923,-0.35489422082901,-0.08502892404794693,0.08108258247375488
p_44,0.976534870245675,0.830947929468909,0.7361168569786048,0.7836119933787399,0.5126135165225679,0.8389206866277854,0.8330680448660096,0.8432640405903575,0.8082830802044794,0.7117676014655169,0.6959385271790929,0.6791893194306015,0.8133933800403498,0.877207377389817,0.8307049203584411,0.8127361014227303,0.7305107502334988,0.6257396403421625,0.8315738490735363,0.2499999609375061,0.3798513593736469,0.8220439181736466,0.7154179410547887,0.7534777242881866,0.4610169439433114,0.8214240448096565,0.8427457764962548,0.8617374186889304,0.7990599285557463,0.6693310889047843,0.7168401368645846,0.827723522491966,0.8285648870941523,0.6106194651667544,0.8466135449734925,0.6491227500769517,0.3307086588133177,0.0,0.0,0.0,0.29720670058986925,0.0,0.0,0.0,0.0,0.0,0.010658482142857143,0.7624258136430541,-0.290754497051239,-0.07383692264556885,0.059198975563049316
p_45,0.9682665777902489,0.8367631363642846,0.6613531367289647,0.8878860964008697,0.5004616758960141,0.7827231589790968,0.8234739505131219,0.7969431135046859,0.7639344253349715,0.5991384321816994,0.6594508958303831,0.8360560068959859,0.7265270867115755,0.8551093383208792,0.8234934845037729,0.7944498199598263,0.7099719076194806,0.5681341659524721,0.826766837750706,0.38554212222384066,0.35107117932915566,0.8087848313121901,0.6442134269923153,0.8998529902509856,0.3903559082622743,0.7471649812499257,0.8008764841045611,0.8332668750593752,0.7482368019360581,0.5749429361210463,0.6017205287102523,0.8107293542186765,0.8005625856524259,0.6251851805541838,0.8176111438493326,0.06896550535077493,0.3589015134521708,0.0,0.005515339519078457,0.0,0.1781376500188497,0.0,0.0,0.0,0.0,0.0,0.01812744140625,0.7393992153279592,-0.3596026599407196,-0.078740194439888,0.06796956062316895
p_46,0.9649536368712456,0.8457067895942869,0.6331323993723489,0.8964907626411007,0.5171548073878259,0.759848136589885,0.7712123582330827,0.7851908144046519,0.7601466673913938,0.607812310306189,0.6807523816522741,0.788431308429955,0.7181521215162107,0.8092892566209161,0.8215514690575642,0.8214486220621879,0.6499032856870278,0.5474525419834911,0.842870913291674,0.11594201218231708,0.4235508880714245,0.8459006613995407,0.6285119135811509,0.9099462941117193,0.466200462578085,0.772855194599804,0.795694577035721,0.8022375405117881,0.7033433124958293,0.6237769072605469,0.744163656452073,0.8388421260122746,0.7944412252621852,0.5970588191392734,0.828757429164301,0.0,0.4397291176535931,0.0,0.008578431346267061,0.0,0.27162629522814624,0.0,0.0,0.0,0.0,0.0,0.021239071800595238,0.7447896813487566,-0.29963061213493347,-0.08037693798542023,0.07222718000411987
p_47,0.9716729492822276,0.8047561362258008,0.6532138446255964,0.9022146505744857,0.6434316329244287,0.7539068502449385,0.8062423285466231,0.8262443989282242,0.8275013965036317,0.6299118830317791,0.7120600094862666,0.8363826428740652,0.789705880901276,0.8351255785303966,0.8083603171343732,0.8077571646774672,0.6743925208433924,0.6626984061240238,0.8205226740771304,0.24175821519140492,0.4734734711037364,0.7948064364782889,0.6382723671328188,0.9083602510597552,0.6525073707816674,0.6950863433455448,0.8262472763264536,0.8275594114954611,0.7703802824017171,0.6423802264936392,0.7113073320792069,0.8322758028423479,0.809940692431684,0.681440436921141,0.8322406470957958,0.2820512458908659,0.49009008788247704,0.0,0.007083065012610866,0.0,0.28378377994886783,0.0,0.0,0.0,0.0,0.0,0.01454525902157738,0.7580239635124791,-0.2963215708732605,-0.07404153048992157,0.06242859363555908
p_48,0.9671432060073983,0.8260723519658723,0.6736041471936199,0.6304792669569421,0.41129031705254954,0.8019688736567196,0.7778183810964238,0.8476990111341806,0.6552393262366764,0.48491620057551266,0.5647425884449686,0.7006960524329648,0.7704294242246251,0.8250129350543258,0.8190975011894667,0.796236556999364,0.5895558780402348,0.4377031371863149,0.8392437040696665,0.0,0.22556390553451305,0.8085290338590395,0.6612289227910597,0.7042735035653359,0.026200872790373957,0.8153581741676219,0.8126576012619706,0.8361594862304311,0.7273241817923812,0.48005565807043643,0.5101617575483995,0.7991099800814686,0.8306205472262956,0.5324553101368268,0.823010475259134,0.0,0.19999999750000003,0.0,0.0,0.0,0.08934010061583654,0.0,0.0,0.0,0.0,0.0,0.021955217633928572,0.6945621808053217,-0.3416503667831421,-0.0750962421298027,0.07737076282501221
p_49,0.9765285375282685,0.8437712230120953,0.7185188226258097,0.9098712443522202,0.39430893908222625,0.7880623071205874,0.8220108695110008,0.867498446978209,0.8727992948142613,0.7304672156159528,0.689182056229071,0.8029241522908188,0.8596655506894106,0.9003290775658018,0.8214882934558024,0.8078138442751684,0.6987429531914046,0.6327985683351286,0.8320058584344907,0.5270269914170952,0.4465116249401221,0.8379536599226312,0.7113960275865512,0.9112507891758891,0.516071423963648,0.8161625961463791,0.8445691298732307,0.8552851343025023,0.8568011298719136,0.6721096656868162,0.7565217373030876,0.8502000577240167,0.8276414065431126,0.6832797372726709,0.8471005026597982,0.20618554575406745,0.46545866101099287,0.0,0.004474272880600975,0.0,0.3878504627587563,0.0,0.0,0.0,0.0,0.0,0.008165777297247025,0.7888037777636382,-0.3014228940010071,-0.08120498061180115,0.05357152223587036
p_50,0.9749807020858814,0.8338361698707719,0.6901920491809475,0.9267752599680323,0.5667303993624077,0.8260162599138764,0.8104010363445183,0.822335024871651,0.7998368224097949,0.7362156901430463,0.6937431375034491,0.8461680501455807,0.8675208019184774,0.8690746073825021,0.8106922827496165,0.7947247683637477,0.669050713039497,0.5647840469016163,0.8193784270389594,0.456521689508512,0.4822901480723428,0.8154926069268131,0.6854737578751378,0.9233920523228939,0.5814598072637517,0.8033649929977299,0.8401937213183451,0.7864795736597224,0.7656360623487892,0.6923076914650588,0.6955457643280818,0.7898368875053985,0.8298097229656191,0.6951219427424153,0.8254440797604009,0.2068965160523248,0.3573255376056794,0.0,0.0036957191139645237,0.0,0.32475247203215374,0.0,0.0,0.0,0.0,0.0,0.011741710844494048,0.7702851233332161,-0.2954118847846985,-0.08038616180419922,0.05616027116775513
